OrderID,CustomerID,OrderDate,Status,TotalAmount,SKU,quantity
O20250017,CUST0320,2025-04-08,Open,36.75,PURE-ROSEMARY-10ML,3
O20250018,CUST0321,2025-04-09,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250019,CUST0322,2025-04-10,Open,36.75,PURE-ROSEMARY-10ML,3
O20250020,CUST0323,2025-04-10,Open,36.75,PURE-ROSEMARY-10ML,3
O20250021,CUST0324,2025-04-10,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250022,CUST0325,2025-04-11,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250023,CUST0326,2025-04-11,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250024,CUST0327,2025-04-11,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250025,CUST0328,2025-04-11,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250026,CUST0329,2025-04-11,Open,38.97,PURE-LEMONGRASS-10ML,3
O20250027,CUST0330,2025-04-11,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250028,CUST0331,2025-04-11,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250029,CUST0332,2025-04-11,Open,14.99,PURE-LAVENDER-15ML,1
O20250030,CUST0333,2025-04-11,Open,36.75,PURE-ROSEMARY-10ML,3
O20250031,CUST0334,2025-04-11,Open,29.98,PURE-LAVENDER-15ML,2
O20250032,CUST0335,2025-04-11,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250033,CUST0336,2025-04-11,Open,12.25,PURE-ROSEMARY-10ML,1
O20250034,CUST0337,2025-04-11,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250035,CUST0338,2025-04-11,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250036,CUST0339,2025-04-11,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250037,CUST0340,2025-04-11,Open,36.75,PURE-ROSEMARY-10ML,3
O20250038,CUST0341,2025-04-11,Open,24.5,PURE-ROSEMARY-10ML,2
O20250039,CUST0342,2025-04-11,Open,24.5,PURE-ROSEMARY-10ML,2
O20250040,CUST0343,2025-04-11,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250041,CUST0344,2025-04-12,Open,44.97,PURE-LAVENDER-15ML,3
O20250042,CUST0345,2025-04-12,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250043,CUST0346,2025-04-12,Open,12.25,PURE-ROSEMARY-10ML,1
O20250044,CUST0347,2025-04-12,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250045,CUST0348,2025-04-12,Open,36.75,PURE-ROSEMARY-10ML,3
O20250046,CUST0349,2025-04-12,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250047,CUST0350,2025-04-12,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250048,CUST0351,2025-04-12,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250049,CUST0352,2025-04-12,Open,29.98,PURE-LAVENDER-15ML,2
O20250050,CUST0353,2025-04-12,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250051,CUST0354,2025-04-12,Open,24.5,PURE-ROSEMARY-10ML,2
O20250052,CUST0355,2025-04-12,Open,44.97,PURE-LAVENDER-15ML,3
O20250053,CUST0356,2025-04-12,Open,14.99,PURE-LAVENDER-15ML,1
O20250054,CUST0357,2025-04-12,Open,36.75,PURE-ROSEMARY-10ML,3
O20250055,CUST0358,2025-04-12,Open,29.98,PURE-LAVENDER-15ML,2
O20250056,CUST0359,2025-04-12,Open,14.99,PURE-LAVENDER-15ML,1
O20250057,CUST0360,2025-04-12,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250058,CUST0361,2025-04-12,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250059,CUST0362,2025-04-12,Open,12.25,PURE-ROSEMARY-10ML,1
O20250060,CUST0363,2025-04-13,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250061,CUST0364,2025-04-13,Open,24.5,PURE-ROSEMARY-10ML,2
O20250062,CUST0365,2025-04-13,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250063,CUST0366,2025-04-13,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250064,CUST0367,2025-04-13,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250065,CUST0368,2025-04-13,Open,36.75,PURE-ROSEMARY-10ML,3
O20250066,CUST0369,2025-04-13,Open,12.25,PURE-ROSEMARY-10ML,1
O20250067,CUST0370,2025-04-13,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250068,CUST0371,2025-04-13,Open,14.99,PURE-LAVENDER-15ML,1
O20250069,CUST0372,2025-04-13,Open,14.99,PURE-LAVENDER-15ML,1
O20250070,CUST0373,2025-04-13,Open,12.25,PURE-ROSEMARY-10ML,1
O20250071,CUST0374,2025-04-13,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250072,CUST0375,2025-04-14,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250073,CUST0376,2025-04-14,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250074,CUST0377,2025-04-14,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250075,CUST0378,2025-04-14,Open,44.97,PURE-LAVENDER-15ML,3
O20250076,CUST0379,2025-04-14,Open,24.5,PURE-ROSEMARY-10ML,2
O20250077,CUST0380,2025-04-14,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250078,CUST0381,2025-04-14,Open,12.25,PURE-ROSEMARY-10ML,1
O20250079,CUST0382,2025-04-14,Open,29.98,PURE-LAVENDER-15ML,2
O20250080,CUST0383,2025-04-14,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250081,CUST0384,2025-04-14,Open,14.99,PURE-LAVENDER-15ML,1
O20250082,CUST0385,2025-04-14,Open,12.25,PURE-ROSEMARY-10ML,1
O20250083,CUST0386,2025-04-14,Open,14.99,PURE-LAVENDER-15ML,1
O20250084,CUST0387,2025-04-15,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250085,CUST0388,2025-04-15,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250086,CUST0389,2025-04-15,Open,12.25,PURE-ROSEMARY-10ML,1
O20250087,CUST0390,2025-04-15,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250088,CUST0391,2025-04-15,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250089,CUST0392,2025-04-15,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250090,CUST0393,2025-04-15,Open,24.5,PURE-ROSEMARY-10ML,2
O20250091,CUST0394,2025-04-15,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250092,CUST0395,2025-04-15,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250093,CUST0396,2025-04-15,Open,44.97,PURE-LAVENDER-15ML,3
O20250094,CUST0397,2025-04-15,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250095,CUST0398,2025-04-15,Open,24.5,PURE-ROSEMARY-10ML,2
O20250096,CUST0399,2025-04-15,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250097,CUST0400,2025-04-15,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250098,CUST0401,2025-04-15,Open,29.98,PURE-LAVENDER-15ML,2
O20250099,CUST0402,2025-04-15,Open,12.25,PURE-ROSEMARY-10ML,1
O20250100,CUST0403,2025-04-16,Open,14.99,PURE-LAVENDER-15ML,1
O20250101,CUST0404,2025-04-16,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250102,CUST0405,2025-04-16,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250103,CUST0406,2025-04-16,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250104,CUST0407,2025-04-16,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250105,CUST0408,2025-04-16,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250106,CUST0409,2025-04-16,Open,44.97,PURE-LAVENDER-15ML,3
O20250107,CUST0410,2025-04-16,Open,24.5,PURE-ROSEMARY-10ML,2
O20250108,CUST0411,2025-04-16,Open,44.97,PURE-LAVENDER-15ML,3
O20250109,CUST0412,2025-04-16,Open,12.25,PURE-ROSEMARY-10ML,1
O20250110,CUST0413,2025-04-16,Open,12.25,PURE-ROSEMARY-10ML,1
O20250111,CUST0414,2025-04-16,Open,29.98,PURE-LAVENDER-15ML,2
O20250112,CUST0415,2025-04-16,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250113,CUST0416,2025-04-16,Open,14.99,PURE-LAVENDER-15ML,1
O20250114,CUST0417,2025-04-16,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250115,CUST0418,2025-04-16,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250116,CUST0419,2025-04-16,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250117,CUST0420,2025-04-16,Open,36.75,PURE-ROSEMARY-10ML,3
O20250118,CUST0421,2025-04-16,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250119,CUST0422,2025-04-16,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250120,CUST0423,2025-04-16,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250121,CUST0424,2025-04-17,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250122,CUST0425,2025-04-17,Open,29.98,PURE-LAVENDER-15ML,2
O20250123,CUST0426,2025-04-17,Open,12.25,PURE-ROSEMARY-10ML,1
O20250124,CUST0427,2025-04-17,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250125,CUST0428,2025-04-17,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250126,CUST0429,2025-04-17,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250127,CUST0430,2025-04-17,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250128,CUST0431,2025-04-17,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250129,CUST0432,2025-04-17,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250130,CUST0433,2025-04-17,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250131,CUST0434,2025-04-17,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250132,CUST0435,2025-04-17,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250133,CUST0436,2025-04-17,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250134,CUST0437,2025-04-17,Open,12.25,PURE-ROSEMARY-10ML,1
O20250135,CUST0438,2025-04-17,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250136,CUST0439,2025-04-17,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250137,CUST0440,2025-04-17,Open,14.99,PURE-LAVENDER-15ML,1
O20250138,CUST0441,2025-04-17,Open,24.5,PURE-ROSEMARY-10ML,2
O20250139,CUST0442,2025-04-18,Open,38.97,PURE-LEMONGRASS-10ML,3
O20250140,CUST0443,2025-04-18,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250141,CUST0444,2025-04-18,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250142,CUST0445,2025-04-18,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250143,CUST0446,2025-04-18,Open,24.5,PURE-ROSEMARY-10ML,2
O20250144,CUST0447,2025-04-18,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250145,CUST0448,2025-04-18,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250146,CUST0449,2025-04-18,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250147,CUST0450,2025-04-18,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250148,CUST0451,2025-04-18,Open,24.5,PURE-ROSEMARY-10ML,2
O20250149,CUST0452,2025-04-18,Open,38.97,PURE-LEMONGRASS-10ML,3
O20250150,CUST0453,2025-04-18,Open,36.75,PURE-ROSEMARY-10ML,3
O20250151,CUST0454,2025-04-18,Open,12.25,PURE-ROSEMARY-10ML,1
O20250152,CUST0455,2025-04-18,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250153,CUST0456,2025-04-18,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250154,CUST0457,2025-04-19,Open,29.98,PURE-LAVENDER-15ML,2
O20250155,CUST0458,2025-04-19,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250156,CUST0459,2025-04-19,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250157,CUST0460,2025-04-19,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250158,CUST0461,2025-04-19,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250159,CUST0462,2025-04-19,Open,14.99,PURE-LAVENDER-15ML,1
O20250160,CUST0463,2025-04-19,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250161,CUST0464,2025-04-19,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250162,CUST0465,2025-04-19,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250163,CUST0466,2025-04-19,Open,29.98,PURE-LAVENDER-15ML,2
O20250164,CUST0467,2025-04-19,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250165,CUST0468,2025-04-19,Open,14.99,PURE-LAVENDER-15ML,1
O20250166,CUST0469,2025-04-19,Open,14.99,PURE-LAVENDER-15ML,1
O20250167,CUST0470,2025-04-19,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250168,CUST0471,2025-04-19,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250169,CUST0472,2025-04-20,Open,12.25,PURE-ROSEMARY-10ML,1
O20250170,CUST0473,2025-04-20,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250171,CUST0474,2025-04-20,Open,29.98,PURE-LAVENDER-15ML,2
O20250172,CUST0475,2025-04-20,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250173,CUST0476,2025-04-20,Open,44.97,PURE-LAVENDER-15ML,3
O20250174,CUST0477,2025-04-20,Open,14.99,PURE-LAVENDER-15ML,1
O20250175,CUST0478,2025-04-20,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250176,CUST0479,2025-04-20,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250177,CUST0480,2025-04-20,Open,14.99,PURE-LAVENDER-15ML,1
O20250178,CUST0481,2025-04-20,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250179,CUST0482,2025-04-20,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250180,CUST0483,2025-04-20,Open,36.75,PURE-ROSEMARY-10ML,3
O20250181,CUST0484,2025-04-20,Open,38.97,PURE-LEMONGRASS-10ML,3
O20250182,CUST0485,2025-04-20,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250183,CUST0486,2025-04-20,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250184,CUST0487,2025-04-20,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250185,CUST0488,2025-04-21,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250186,CUST0489,2025-04-21,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250187,CUST0490,2025-04-21,Open,44.97,PURE-LAVENDER-15ML,3
O20250188,CUST0491,2025-04-21,Open,12.25,PURE-ROSEMARY-10ML,1
O20250189,CUST0492,2025-04-21,Open,44.97,PURE-LAVENDER-15ML,3
O20250190,CUST0493,2025-04-21,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250191,CUST0494,2025-04-21,Open,34.47,PURE-EUCALYPTUS-10ML,3
O20250192,CUST0495,2025-04-21,Open,32.97,PURE-CEDARWOOD-10ML,3
O20250193,CUST0496,2025-04-21,Open,14.99,PURE-LAVENDER-15ML,1
O20250194,CUST0497,2025-04-21,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250195,CUST0498,2025-04-21,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250196,CUST0499,2025-04-21,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250197,CUST0500,2025-04-21,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250198,CUST0501,2025-04-22,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250199,CUST0502,2025-04-22,Open,27.5,PURE-PEPPERMINT-15ML,2
O20250200,CUST0503,2025-04-22,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250201,CUST0504,2025-04-22,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250202,CUST0505,2025-04-22,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250203,CUST0506,2025-04-22,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250204,CUST0507,2025-04-22,Open,12.99,PURE-LEMONGRASS-10ML,1
O20250205,CUST0508,2025-04-22,Open,29.98,PURE-LAVENDER-15ML,2
O20250206,CUST0509,2025-04-22,Open,44.97,PURE-LAVENDER-15ML,3
O20250207,CUST0510,2025-04-22,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250208,CUST0511,2025-04-22,Open,29.98,PURE-LAVENDER-15ML,2
O20250209,CUST0512,2025-04-22,Open,11.49,PURE-EUCALYPTUS-10ML,1
O20250210,CUST0513,2025-04-22,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250211,CUST0514,2025-04-22,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250212,CUST0515,2025-04-23,Open,29.98,PURE-LAVENDER-15ML,2
O20250213,CUST0516,2025-04-23,Open,14.99,PURE-LAVENDER-15ML,1
O20250214,CUST0517,2025-04-23,Open,25.98,PURE-LEMONGRASS-10ML,2
O20250215,CUST0518,2025-04-23,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250216,CUST0519,2025-04-23,Open,22.98,PURE-EUCALYPTUS-10ML,2
O20250217,CUST0520,2025-04-23,Open,13.75,PURE-PEPPERMINT-15ML,1
O20250218,CUST0521,2025-04-23,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250219,CUST0522,2025-04-23,Open,10.99,PURE-CEDARWOOD-10ML,1
O20250220,CUST0523,2025-04-23,Open,21.98,PURE-CEDARWOOD-10ML,2
O20250221,CUST0524,2025-04-23,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250222,CUST0525,2025-04-23,Open,14.99,PURE-LAVENDER-15ML,1
O20250223,CUST0526,2025-04-23,Open,41.25,PURE-PEPPERMINT-15ML,3
O20250224,CUST0527,2025-04-23,Open,32.97,PURE-CEDARWOOD-10ML,3
