ID,Man/Auto,Fund,Anum,Value Dt,Month,Trans Id,Entry Id,Aname,FS LEVEL,Currency Code,Cur Amount,Fx Rate,Amount
58585,M,Fund 5,23008,43100,12,900752,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58586,M,Fund 8,23008,42978,8,98810,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-333.33
58587,M,Fund 8,23008,42978,8,98811,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58588,M,Fund 1,23008,42978,8,1434262,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58589,M,Fund 1,23008,42978,8,1434263,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58590,M,Fund 1,23008,42978,8,1434266,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-19166.67
58591,M,Fund 4,23008,43039,10,2036502,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,2640
58592,M,Fund 17,23008,43069,11,38621,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1250
58593,M,Fund 2,23008,43069,11,5751252,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-20833.33
58594,M,Fund 5,23008,42978,8,750411,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3166.67
58595,M,Fund 5,23008,42978,8,750412,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58596,M,Fund 7,23008,43039,10,3297862,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4591.67
58597,M,Fund 15,23008,43039,10,3873893,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-10000
58598,M,Fund 15,23008,43039,10,3873895,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58599,M,Fund 1,23008,43008,9,1472502,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-19166.67
58600,M,Fund 1,23008,43008,9,1472505,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58601,M,Fund 7,23008,43069,11,3337544,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4591.67
58602,M,Fund 7,23008,43069,11,3337545,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58603,M,Fund 2,23008,43069,11,5751250,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.67
58604,M,Fund 6,23008,43039,10,1150508,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,6350
58605,M,Fund 6,23008,42947,7,1133350,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58606,M,Fund 6,23008,42947,7,1133352,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7083.33
58607,M,Fund 15,23008,43069,11,3885431,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-10000
58608,M,Fund 15,23008,43069,11,3885432,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58609,M,Fund 15,23008,43069,11,3885433,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-666.67
58610,M,Fund 15,23008,42978,8,3845383,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58611,M,Fund 15,23008,42978,8,3845385,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-10000
58612,M,Fund 15,23008,42978,8,3845386,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-666.67
58613,M,Fund 1,23008,43039,10,1513329,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58614,M,Fund 1,23008,43039,10,1513332,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-19166.67
58615,M,Fund 10,23008,43039,10,4956366,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,10050
58616,M,Fund 14,23008,43069,11,263,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-750
58617,M,Fund 16,23008,43008,9,8289,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58618,M,Fund 10,23008,43069,11,5047391,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-11666.67
58619,M,Fund 17,23008,43084,12,39644,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1209.68
58620,M,Fund 2,23008,43039,10,5720948,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,12760
58621,M,Fund 11,23008,43100,12,18175,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1275
58622,M,Fund 6,23008,43069,11,1154209,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58623,M,Fund 6,23008,43069,11,1154212,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58624,M,Fund 11,23008,43069,11,15196,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58625,M,Fund 11,23008,43069,11,15198,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1275
58626,M,Fund 9,23008,43069,11,108042,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-291.67
58627,M,Fund 9,23008,43069,11,108038,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58628,M,Fund 5,23008,43069,11,866517,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58629,M,Fund 5,23008,43069,11,866518,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3166.67
58630,M,Fund 5,23008,43069,11,866520,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58631,M,Fund 9,23008,43100,12,109733,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,10000
58632,M,Fund 7,23008,43039,10,3308712,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,13725
58633,M,Fund 1,23008,43039,10,1537294,5,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,32850
58634,M,Fund 5,23008,43039,10,838294,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,9990
58635,M,Fund 18,23008,43008,9,7977,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58636,M,Fund 18,23008,43039,10,9393,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58637,M,Fund 10,23008,42947,7,4443307,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3200
58638,M,Fund 10,23008,42947,7,4443310,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58639,M,Fund 10,23008,42947,7,4443311,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-11666.67
58640,M,Fund 5,23008,42947,7,713669,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58641,M,Fund 6,23008,42978,8,1139394,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58642,M,Fund 6,23008,42978,8,1139395,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58643,M,Fund 6,23008,43008,9,1144313,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58644,M,Fund 2,23008,43039,10,5705399,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4200
58645,M,Fund 2,23008,43039,10,5705400,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-20833.33
58646,M,Fund 2,23008,43039,10,5705403,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.67
58647,M,Fund 10,23008,42978,8,4624417,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-11666.67
58648,M,Fund 10,23008,42978,8,4624419,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3200
58649,M,Fund 10,23008,42978,8,4624420,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58650,M,Fund 16,23008,43069,11,9817,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58651,M,Fund 16,23008,42978,8,7928,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58652,M,Fund 16,23008,42978,8,7931,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58653,M,Fund 6,23008,43039,10,1148811,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58654,M,Fund 6,23008,43039,10,1148812,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7083.33
58655,M,Fund 11,23008,43039,10,12492,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58656,M,Fund 11,23008,43039,10,12493,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58657,M,Fund 17,23008,43008,9,24474,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7000
58658,M,Fund 17,23008,43008,9,24479,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58659,M,Fund 9,23008,43039,10,107415,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,3355
58660,M,Fund 17,23008,43040,11,36720,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1250
58661,M,Fund 5,23008,43039,10,824771,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58662,M,Fund 5,23008,43039,10,824772,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58663,M,Fund 5,23008,43039,10,824775,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3166.67
58664,M,Fund 16,23008,42947,7,7468,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58665,M,Fund 16,23008,42947,7,7471,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3750
58666,M,Fund 16,23008,42947,7,7472,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58667,M,Fund 17,23008,43039,10,31187,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58668,M,Fund 8,23008,43039,10,101314,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,3485
58669,M,Fund 5,23008,43008,9,786226,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3166.67
58670,M,Fund 5,23008,43008,9,786223,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58671,M,Fund 15,23008,43039,10,3874824,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,2080
58672,M,Fund 18,23008,42947,7,4583,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58673,M,Fund 16,23008,43039,10,9403,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,1760
58674,M,Fund 1,23008,42947,7,1352865,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-19166.67
58675,M,Fund 1,23008,42947,7,1352870,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58676,M,Fund 9,23008,42947,7,103326,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58677,M,Fund 9,23008,42947,7,103329,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58678,M,Fund 17,23008,42978,8,18361,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7000
58679,M,Fund 8,23008,42947,7,97473,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-333.33
58680,M,Fund 8,23008,42947,7,97476,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58681,M,Fund 7,23008,42978,8,3227200,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1750
58682,M,Fund 7,23008,42978,8,3227201,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58683,M,Fund 7,23008,42978,8,3227202,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4591.67
58684,M,Fund 9,23008,42978,8,104463,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58685,M,Fund 9,23008,42978,8,104464,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58686,M,Fund 9,23008,43039,10,107121,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-291.67
58687,M,Fund 8,23008,43100,12,104178,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,5000
58688,M,Fund 15,23008,43100,12,3898870,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,2080
58689,M,Fund 18,23008,43100,12,13095,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1290.32
58690,M,Fund 4,23008,43100,12,2054193,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-750
58691,M,Fund 16,23008,43100,12,10594,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-10000
58692,M,Fund 2,23008,43100,12,5808448,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3600
58693,M,Fund 17,23008,43084,12,39643,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3387.1
58694,M,Fund 17,23008,43100,12,41212,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1290.32
58695,M,Fund 10,23008,43100,12,5137566,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58696,M,Fund 10,23008,43100,12,5137568,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-11666.67
58697,M,Fund 1,23008,43100,12,1628533,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-19166.67
58698,M,Fund 1,23008,43100,12,1628537,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58699,M,Fund 1,23008,43100,12,1628539,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58700,M,Fund 4,23008,43100,12,2050180,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58701,M,Fund 16,23008,43100,12,10357,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58702,M,Fund 16,23008,43100,12,10358,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58703,M,Fund 5,23008,43100,12,897226,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-75000
58704,M,Fund 17,23008,43100,12,41214,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3612.9
58705,M,Fund 2,23008,43100,12,5795625,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,92200
58706,M,Fund 11,23008,43100,12,20647,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-700
58707,M,Fund 7,23008,43100,12,3369425,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1750
58708,M,Fund 7,23008,43100,12,3369427,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4591.67
58709,M,Fund 15,23008,43100,12,3898737,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-10000
58710,M,Fund 8,23008,43100,12,103502,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58711,M,Fund 8,23008,43100,12,103503,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-333.33
58712,M,Fund 8,23008,43100,12,103504,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58713,M,Fund 5,23008,43100,12,890797,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58714,M,Fund 5,23008,43100,12,890798,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3166.67
58715,M,Fund 5,23008,43100,12,890799,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58716,M,Fund 18,23008,43084,12,12207,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1209.68
58717,M,Fund 6,23008,43100,12,1159672,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,32600
58718,M,Fund 16,23008,43100,12,10369,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,16260
58719,M,Fund 14,23008,43100,12,652,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-750
58720,M,Fund 9,23008,43100,12,109120,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58721,M,Fund 9,23008,43100,12,109122,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58722,M,Fund 7,23008,43100,12,3381946,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4900
58723,M,Fund 6,23008,43100,12,1159066,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58724,M,Fund 5,23008,43100,12,894153,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,39290
58725,M,Fund 9,23008,43100,12,109735,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,17910
58726,M,Fund 4,23008,43100,12,2051433,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,17390
58727,M,Fund 8,23008,43100,12,103774,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,18040
58728,M,Fund 6,23008,43100,12,1161030,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,15000
58729,M,Fund 10,23008,43100,12,5179737,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4600
58730,M,Fund 11,23008,43100,12,19742,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,17260
58731,M,Fund 2,23008,43100,12,5802619,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,20000
58732,M,Fund 15,23008,43100,12,3898738,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58733,M,Fund 15,23008,43100,12,3898739,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-666.67
58734,M,Fund 8,23008,42916,6,96312,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58735,M,Fund 1,23008,42916,6,1315343,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58736,M,Fund 16,23008,43069,11,9815,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3750
58737,M,Fund 8,23008,43039,10,101002,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58738,M,Fund 8,23008,43039,10,101000,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-333.33
58739,M,Fund 1,23008,43069,11,1548690,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58740,M,Fund 16,23008,43039,10,9339,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58741,M,Fund 16,23008,43039,10,9340,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3750
58742,M,Fund 7,23008,42947,7,3186889,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58743,M,Fund 2,23008,42978,8,5565378,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.67
58744,M,Fund 8,23008,42978,8,98809,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58745,M,Fund 5,23008,42978,8,750408,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58746,M,Fund 7,23008,43039,10,3297860,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58747,M,Fund 14,23008,43069,11,264,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-25000
58748,M,Fund 15,23008,43039,10,3873894,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-666.67
58749,M,Fund 7,23008,42825,3,3051477,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,118550
58750,M,Fund 1,23008,42825,3,1168749,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58751,M,Fund 4,23008,42825,3,1975534,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58752,M,Fund 4,23008,42825,3,1975536,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-125
58753,M,Fund 6,23008,42766,1,1067010,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,30000
58754,M,Fund 6,23008,42794,2,1072393,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7083.33
58755,M,Fund 6,23008,42794,2,1072396,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58756,M,Fund 1,23008,42886,5,1283860,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58757,M,Fund 7,23008,42916,6,3150750,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58758,M,Fund 15,23008,42886,5,3805637,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58759,M,Fund 17,23008,42867,5,5722,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2709.68
58760,M,Fund 10,23008,42916,6,4351256,6,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,13440
58761,M,Fund 7,23008,42825,3,3040836,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1750
58762,M,Fund 4,23008,42978,8,2020532,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-125
58763,M,Fund 11,23008,43008,9,9790,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1275
58764,M,Fund 16,23008,42916,6,6716,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58765,M,Fund 6,23008,42886,5,1103373,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58766,M,Fund 6,23008,42855,4,1092392,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1666.66
58767,M,Fund 11,23008,42947,7,6264,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58768,M,Fund 8,23008,43008,9,99691,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-333.33
58769,M,Fund 10,23008,43008,9,4732085,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3200
58770,M,Fund 10,23008,42886,5,4155568,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58771,M,Fund 5,23008,42825,3,525122,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58772,M,Fund 5,23008,42825,3,525124,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58773,M,Fund 1,23008,42825,3,1189566,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,341500
58774,M,Fund 6,23008,42916,6,1125420,4,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,8750
58775,M,Fund 17,23008,42825,3,493,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58776,M,Fund 5,23008,43008,9,786225,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58777,M,Fund 1,23008,42947,7,1352868,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58778,M,Fund 17,23008,42978,8,18363,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58779,M,Fund 8,23008,42947,7,97477,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58780,M,Fund 9,23008,42978,8,104467,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-291.67
58781,M,Fund 9,23008,43039,10,107120,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58782,M,Fund 9,23008,43039,10,107122,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58783,M,Fund 1,23008,43100,12,1632342,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,245600
58784,M,Fund 10,23008,43100,12,5177467,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-40000
58785,M,Fund 10,23008,43100,12,5137567,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3200
58786,M,Fund 16,23008,43100,12,10356,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3750
58787,M,Fund 14,23008,43100,12,651,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-25000
58788,M,Fund 7,23008,43100,12,3369426,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-23666.67
58789,M,Fund 9,23008,42766,1,93893,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58790,M,Fund 11,23008,42766,1,5214,3,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,17000
58791,M,Fund 7,23008,42766,1,2988625,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1750
58792,M,Fund 11,23008,42794,2,5297,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58793,M,Fund 18,23008,43069,11,10768,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1250
58794,M,Fund 5,23008,42947,7,713670,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58795,M,Fund 6,23008,43008,9,1144310,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58796,M,Fund 16,23008,43069,11,9818,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58797,M,Fund 16,23008,42978,8,7929,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-3750
58798,M,Fund 6,23008,43039,10,1148810,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1083.33
58799,M,Fund 11,23008,43039,10,12494,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1275
58800,M,Fund 2,23008,42947,7,5525775,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4200
58801,M,Fund 7,23008,42855,4,3080414,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4591.67
58802,M,Fund 4,23008,42886,5,1993587,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-125
58803,M,Fund 4,23008,42886,5,1993588,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4000
58804,M,Fund 5,23008,42855,4,577793,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58805,M,Fund 6,23008,42886,5,1105792,2,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,8000
58806,M,Fund 1,23008,42855,4,1218309,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-58166.67
58807,M,Fund 9,23008,42886,5,100723,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-291.67
58808,M,Fund 9,23008,42886,5,100724,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-4166.67
58809,M,Fund 6,23008,43069,11,1154211,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7083.33
58810,M,Fund 11,23008,43069,11,15197,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-83.33
58811,M,Fund 9,23008,43069,11,108039,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1358.33
58812,M,Fund 15,23008,42855,4,3791467,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-666.67
58813,M,Fund 15,23008,42855,4,3791470,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-833.33
58814,M,Fund 18,23008,42825,3,3,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-2500
58815,M,Fund 5,23008,42916,6,688216,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-8333.33
58816,M,Fund 5,23008,42916,6,688219,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1375
58817,M,Fund 17,23008,43039,10,31185,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-7000
58818,M,Fund 16,23008,43100,12,10489,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-1000
58819,M,Fund 6,23008,43100,12,1159063,1,Audit Fees Payable,Accrued expense and other liabilities,USD,0,1,-6666.74
